1.0000,Alice Smith,3.0000,19.0000
2.0000,Bob Jones,4.0000,22.0000
3.0000,Carol White,3.0000,21.0000
4.0000,David Black,1.0000,25.0000
5.0000,Eva Green,4.0000,23.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
0.0000,,0.0000,0.0000
